105000,berline,essence,7,manuelle,blanc,PASSAT ,6,VOLKSWAGEN,69900.0
153000,utilitaire,diesel,6,manuelle,blanc,EXPERT ,6,PEUGEOT,47000.0
241000,4 x 4,diesel,13,automatique,noir,RANGE ROVER   ,14,LANDROVER,98000.0
86000,berline,essence,5,manuelle,bleu,RIO ,3,KIA,42000.0
162000,citadine,essence,5,manuelle,noir,LEON ,7,SEAT,44500.0
24000,4 x 4,essence,7,manuelle,blanc,KADJAR ,3,RENAULT,74900.0
177000,berline,diesel,10,automatique,gris argent,CLASSE E ,11,MERCEDES-BENZ,75000.0
65000,4 x 4,diesel,11,automatique,gris shark,AGE ,4,KIA,130000.0
90000,berline,essence,7,manuelle,noir,PASSAT ,5,VOLKSWAGEN,66000.0
123000,citadine,essence,7,automatique,marron,DS3 ,9,CITROEN,35000.0
145000,berline,essence,10,automatique,noir,CLASSE C ,9,MERCEDES-BENZ,65500.0
133000,citadine,essence,6,manuelle,gris argent,C-HR ,3,TOYOTA,68000.0
150000,citadine,essence,7,automatique,blanc,SERIE 1 ,10,BMW,45500.0
107000,berline,essence,7,manuelle,blanc,PASSAT ,5,VOLKSWAGEN,73900.0
285000,berline,essence,17,automatique,noir,CLASSE S ,19,MERCEDES-BENZ,29900.0
170000,citadine,diesel,8,manuelle,beige,Q3 ,8,AUDI,69900.0
45000,pick up,diesel,9,manuelle,noir,BT-50 ,3,MAZDA,85000.0
103000,4 x 4,essence,11,automatique,gris argent,AGE ,10,KIA,65900.0
74000,pick up,diesel,8,manuelle,blanc,PICKUP ,3,PEUGEOT,42900.0
100000,berline,essence,10,automatique,blanc,SERIE 5 ,8,BMW,115000.0
113000,citadine,essence,6,manuelle,noir,JUKE ,6,NISSAN,52000.0
21000,4 x 4,essence,7,manuelle,rouge,KADJAR ,5,RENAULT,73000.0
146000,citadine,essence,7,manuelle,blanc,SERIE 1 ,9,BMW,58000.0
174000,citadine,essence,7,manuelle,blanc,SERIE 1 ,9,BMW,62500.0
